               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.031346,            0.032974,          0.00099725,             0.94481,             0.93065,             0.96212,             0.62109,            0.027721,            0.028283,           0.0010308,            0.004819,            0.004819,            0.004819
                 159,            0.031221,             0.03287,           0.0009976,             0.94604,             0.92955,              0.9623,             0.62126,            0.027709,            0.028278,           0.0010311,            0.004786,            0.004786,            0.004786
                 160,            0.031301,            0.033029,          0.00095393,             0.94373,             0.93221,              0.9623,             0.62142,            0.027697,            0.028271,           0.0010302,            0.004753,            0.004753,            0.004753
                 161,            0.031415,            0.032832,           0.0011364,              0.9449,              0.9316,             0.96225,             0.62162,            0.027687,            0.028265,           0.0010294,             0.00472,             0.00472,             0.00472
                 162,            0.031289,            0.032982,          0.00095539,             0.94454,             0.93172,             0.96216,             0.62176,            0.027678,            0.028258,           0.0010284,            0.004687,            0.004687,            0.004687
                 163,            0.031318,            0.033059,           0.0009422,             0.94591,              0.9305,              0.9623,             0.62196,            0.027667,            0.028251,           0.0010262,            0.004654,            0.004654,            0.004654
                 164,             0.03123,            0.032645,           0.0010161,             0.94487,             0.93158,             0.96219,             0.62208,            0.027657,            0.028244,           0.0010244,            0.004621,            0.004621,            0.004621
                 165,            0.031096,            0.032598,          0.00093887,              0.9456,             0.93091,             0.96221,             0.62222,            0.027646,            0.028239,           0.0010231,            0.004588,            0.004588,            0.004588
                 166,              0.0312,            0.033022,           0.0010625,             0.94621,             0.93025,             0.96222,              0.6223,            0.027634,            0.028235,            0.001023,            0.004555,            0.004555,            0.004555
                 167,            0.031016,            0.032298,           0.0010558,             0.94653,             0.93017,             0.96228,             0.62244,            0.027624,            0.028229,           0.0010221,            0.004522,            0.004522,            0.004522
                 168,            0.031112,            0.032839,           0.0010325,             0.94775,             0.92907,             0.96224,             0.62258,            0.027613,            0.028223,           0.0010221,            0.004489,            0.004489,            0.004489
                 169,            0.031021,            0.032268,          0.00092794,             0.94768,             0.92978,             0.96243,             0.62298,            0.027602,            0.028217,           0.0010218,            0.004456,            0.004456,            0.004456
                 170,            0.031007,            0.032709,           0.0009588,             0.94714,             0.93043,             0.96245,             0.62313,             0.02759,            0.028212,           0.0010223,            0.004423,            0.004423,            0.004423
                 171,            0.031059,            0.032586,           0.0010849,             0.94673,             0.93089,             0.96248,             0.62325,             0.02758,            0.028205,            0.001021,             0.00439,             0.00439,             0.00439
                 172,            0.031003,            0.032465,          0.00093818,             0.94679,               0.931,             0.96257,             0.62342,             0.02757,            0.028198,           0.0010189,            0.004357,            0.004357,            0.004357
                 173,            0.030927,            0.032343,          0.00088934,             0.94671,             0.93126,             0.96267,             0.62368,            0.027557,            0.028193,           0.0010173,            0.004324,            0.004324,            0.004324
                 174,            0.031003,            0.032576,          0.00099644,             0.94659,             0.93129,             0.96247,             0.62386,            0.027547,            0.028188,           0.0010174,            0.004291,            0.004291,            0.004291
                 175,            0.030966,            0.032645,          0.00095524,             0.94758,             0.93052,             0.96276,             0.62393,            0.027538,            0.028184,           0.0010187,            0.004258,            0.004258,            0.004258
                 176,            0.030902,            0.032619,          0.00095459,             0.94755,             0.93055,             0.96272,             0.62403,            0.027528,            0.028178,           0.0010186,            0.004225,            0.004225,            0.004225
                 177,            0.030807,            0.032301,          0.00091866,             0.94734,             0.93082,             0.96271,             0.62414,            0.027518,            0.028173,           0.0010183,            0.004192,            0.004192,            0.004192
                 178,            0.030773,            0.032401,          0.00084793,             0.94722,             0.93087,             0.96276,             0.62426,            0.027506,            0.028169,           0.0010181,            0.004159,            0.004159,            0.004159
                 179,            0.030536,            0.032102,          0.00093787,             0.94693,             0.93123,             0.96288,             0.62437,            0.027496,            0.028164,           0.0010182,            0.004126,            0.004126,            0.004126
                 180,            0.030886,             0.03262,          0.00084769,             0.94746,             0.93128,             0.96299,              0.6246,            0.027485,            0.028157,           0.0010178,            0.004093,            0.004093,            0.004093
                 181,              0.0308,            0.032262,          0.00095888,             0.94793,             0.93068,             0.96303,             0.62473,            0.027476,            0.028153,           0.0010182,             0.00406,             0.00406,             0.00406
                 182,            0.030546,            0.032014,          0.00084838,             0.94808,             0.93065,             0.96305,              0.6248,            0.027466,            0.028146,           0.0010192,            0.004027,            0.004027,            0.004027
                 183,            0.030579,            0.031964,          0.00087142,             0.94706,             0.93169,             0.96307,             0.62499,            0.027455,             0.02814,            0.001021,            0.003994,            0.003994,            0.003994
                 184,            0.030641,            0.032409,          0.00089344,             0.94951,             0.92985,              0.9632,              0.6251,            0.027445,            0.028136,           0.0010215,            0.003961,            0.003961,            0.003961
                 185,            0.030544,            0.031786,          0.00081495,             0.94789,             0.93154,             0.96333,             0.62549,            0.027435,            0.028129,           0.0010239,            0.003928,            0.003928,            0.003928
                 186,            0.030633,            0.032068,          0.00086696,             0.94691,             0.93267,             0.96343,             0.62562,            0.027425,            0.028123,           0.0010255,            0.003895,            0.003895,            0.003895
                 187,            0.030584,            0.032382,          0.00090209,             0.94666,               0.933,             0.96339,             0.62571,            0.027415,            0.028116,           0.0010275,            0.003862,            0.003862,            0.003862
                 188,            0.030508,            0.032291,          0.00083165,             0.94851,             0.93105,             0.96341,             0.62601,            0.027405,            0.028111,           0.0010298,            0.003829,            0.003829,            0.003829
                 189,             0.03039,            0.031841,          0.00085866,             0.94574,             0.93401,             0.96347,             0.62621,            0.027394,            0.028106,           0.0010315,            0.003796,            0.003796,            0.003796
                 190,            0.030439,            0.031852,           0.0009095,             0.94857,             0.93169,             0.96351,             0.62623,            0.027385,            0.028099,            0.001033,            0.003763,            0.003763,            0.003763
                 191,            0.030439,            0.032144,          0.00087579,             0.94615,             0.93392,             0.96344,             0.62629,            0.027376,            0.028095,           0.0010354,             0.00373,             0.00373,             0.00373
                 192,            0.030352,            0.031877,          0.00083366,             0.94682,             0.93354,             0.96346,             0.62645,            0.027366,             0.02809,           0.0010366,            0.003697,            0.003697,            0.003697
                 193,            0.030353,            0.031769,          0.00086091,             0.94746,             0.93308,             0.96351,             0.62674,            0.027355,            0.028083,           0.0010361,            0.003664,            0.003664,            0.003664
                 194,            0.030468,            0.032281,          0.00078759,             0.94787,             0.93292,             0.96357,             0.62684,            0.027346,            0.028076,            0.001037,            0.003631,            0.003631,            0.003631
                 195,            0.030397,            0.031862,          0.00090807,             0.94774,             0.93317,             0.96354,             0.62699,            0.027337,            0.028072,            0.001038,            0.003598,            0.003598,            0.003598
                 196,            0.030335,            0.031604,          0.00085161,             0.94804,             0.93296,             0.96365,             0.62724,            0.027327,            0.028067,           0.0010383,            0.003565,            0.003565,            0.003565
                 197,            0.030105,            0.031911,          0.00081907,             0.94798,             0.93342,             0.96365,              0.6272,            0.027316,            0.028064,           0.0010386,            0.003532,            0.003532,            0.003532
                 198,            0.030141,             0.03152,          0.00078321,             0.94796,             0.93364,             0.96368,             0.62731,            0.027307,            0.028058,           0.0010411,            0.003499,            0.003499,            0.003499
                 199,            0.030387,            0.032113,           0.0010895,             0.94849,             0.93318,             0.96378,             0.62745,            0.027299,            0.028054,           0.0010407,            0.003466,            0.003466,            0.003466
                 200,            0.030272,            0.031925,           0.0008128,             0.94943,              0.9327,             0.96368,              0.6276,            0.027291,            0.028051,           0.0010412,            0.003433,            0.003433,            0.003433
                 201,            0.030204,            0.031949,           0.0007869,             0.94861,             0.93336,             0.96376,             0.62771,            0.027282,            0.028046,           0.0010417,              0.0034,              0.0034,              0.0034
                 202,            0.030146,            0.031726,          0.00076674,             0.94992,             0.93228,              0.9637,              0.6278,            0.027274,            0.028045,           0.0010426,            0.003367,            0.003367,            0.003367
                 203,            0.030135,            0.031856,          0.00078951,             0.95007,             0.93214,              0.9639,             0.62803,            0.027265,             0.02804,           0.0010425,            0.003334,            0.003334,            0.003334
                 204,            0.029917,            0.031475,          0.00080989,              0.9485,             0.93387,             0.96394,             0.62823,            0.027254,            0.028036,           0.0010442,            0.003301,            0.003301,            0.003301
                 205,            0.030025,             0.03147,          0.00080145,             0.94824,             0.93425,             0.96393,             0.62842,            0.027244,            0.028031,           0.0010443,            0.003268,            0.003268,            0.003268
                 206,            0.030052,            0.031788,          0.00075601,             0.94916,              0.9336,             0.96401,             0.62856,            0.027232,            0.028028,            0.001044,            0.003235,            0.003235,            0.003235
                 207,            0.029886,            0.031638,          0.00089219,             0.94895,             0.93388,             0.96402,             0.62888,            0.027222,            0.028023,           0.0010441,            0.003202,            0.003202,            0.003202
                 208,            0.030083,            0.031495,          0.00083235,             0.94981,             0.93311,             0.96403,              0.6292,            0.027213,            0.028019,           0.0010459,            0.003169,            0.003169,            0.003169
                 209,            0.030146,            0.031603,          0.00092477,             0.94992,             0.93287,             0.96417,              0.6293,            0.027205,            0.028016,           0.0010474,            0.003136,            0.003136,            0.003136
                 210,            0.029882,            0.031147,            0.000787,             0.95244,             0.93044,             0.96417,             0.62934,            0.027196,            0.028013,           0.0010492,            0.003103,            0.003103,            0.003103
                 211,            0.029689,            0.031187,          0.00070914,             0.95269,             0.93008,             0.96414,             0.62968,            0.027186,            0.028011,             0.00105,             0.00307,             0.00307,             0.00307
                 212,            0.029571,            0.031164,          0.00077467,             0.95215,             0.93066,             0.96427,             0.62984,            0.027177,            0.028007,           0.0010513,            0.003037,            0.003037,            0.003037
                 213,            0.029912,            0.031242,          0.00087482,             0.95299,              0.9301,             0.96432,             0.63014,            0.027169,            0.028004,           0.0010506,            0.003004,            0.003004,            0.003004
                 214,            0.029623,            0.031062,          0.00072908,             0.95414,             0.92914,             0.96439,             0.63043,            0.027158,               0.028,           0.0010516,            0.002971,            0.002971,            0.002971
                 215,            0.029681,            0.031133,          0.00078383,              0.9526,             0.93052,             0.96444,             0.63081,            0.027147,            0.027995,           0.0010529,            0.002938,            0.002938,            0.002938
                 216,            0.029598,            0.031153,          0.00081312,             0.95356,             0.92999,             0.96449,             0.63081,             0.02714,            0.027992,           0.0010533,            0.002905,            0.002905,            0.002905
                 217,             0.02957,            0.030805,          0.00076643,             0.95274,             0.93055,              0.9643,             0.63091,            0.027131,            0.027991,           0.0010544,            0.002872,            0.002872,            0.002872
                 218,            0.029459,             0.03102,          0.00078038,             0.95291,             0.93044,             0.96441,             0.63108,            0.027121,            0.027987,           0.0010559,            0.002839,            0.002839,            0.002839
                 219,            0.029622,            0.031085,          0.00079422,             0.95107,             0.93211,             0.96442,             0.63127,            0.027113,            0.027985,           0.0010576,            0.002806,            0.002806,            0.002806
                 220,            0.029606,            0.031209,          0.00091163,             0.95142,             0.93164,             0.96428,             0.63155,            0.027105,            0.027984,           0.0010581,            0.002773,            0.002773,            0.002773
                 221,            0.029361,            0.030938,          0.00079076,             0.95144,             0.93157,             0.96405,             0.63166,            0.027097,            0.027983,           0.0010598,             0.00274,             0.00274,             0.00274
                 222,            0.029558,            0.031253,          0.00081228,             0.95351,             0.92989,             0.96416,             0.63186,            0.027085,             0.02798,           0.0010616,            0.002707,            0.002707,            0.002707
                 223,            0.029454,            0.031276,          0.00069935,             0.95194,             0.93129,             0.96421,             0.63194,            0.027075,            0.027977,           0.0010627,            0.002674,            0.002674,            0.002674
                 224,            0.029286,            0.030956,          0.00078714,             0.95299,             0.93009,             0.96411,              0.6321,            0.027066,            0.027972,           0.0010633,            0.002641,            0.002641,            0.002641
                 225,            0.029144,            0.030601,          0.00071958,             0.95311,             0.93009,             0.96415,             0.63225,            0.027057,             0.02797,           0.0010642,            0.002608,            0.002608,            0.002608
                 226,            0.029462,             0.03084,          0.00071867,             0.95335,             0.93004,             0.96393,             0.63246,            0.027048,            0.027968,           0.0010657,            0.002575,            0.002575,            0.002575
                 227,            0.029302,            0.030711,          0.00080924,             0.95394,             0.92953,             0.96399,             0.63238,            0.027038,            0.027963,           0.0010659,            0.002542,            0.002542,            0.002542
                 228,            0.029246,            0.030344,          0.00072245,              0.9508,             0.93254,             0.96399,             0.63267,            0.027029,             0.02796,           0.0010661,            0.002509,            0.002509,            0.002509
                 229,             0.02931,            0.031035,          0.00063698,             0.95425,             0.92958,             0.96415,             0.63286,            0.027019,            0.027955,           0.0010682,            0.002476,            0.002476,            0.002476
                 230,             0.02935,            0.030994,          0.00070145,             0.95468,             0.92926,             0.96411,             0.63315,            0.027007,            0.027951,           0.0010676,            0.002443,            0.002443,            0.002443
                 231,            0.028983,            0.030342,          0.00074262,             0.95505,             0.92916,             0.96408,             0.63334,            0.026999,            0.027949,           0.0010679,             0.00241,             0.00241,             0.00241
                 232,            0.029206,            0.030627,           0.0006692,             0.95513,             0.92915,             0.96404,             0.63347,            0.026986,            0.027945,            0.001069,            0.002377,            0.002377,            0.002377
                 233,            0.029135,            0.030913,           0.0007678,             0.95416,             0.93032,             0.96409,             0.63357,            0.026975,            0.027945,             0.00107,            0.002344,            0.002344,            0.002344
                 234,            0.028959,            0.030597,          0.00067066,             0.95394,             0.93034,             0.96399,             0.63384,            0.026966,            0.027944,           0.0010696,            0.002311,            0.002311,            0.002311
                 235,            0.029177,            0.030784,          0.00067773,             0.95389,             0.93047,             0.96401,             0.63395,            0.026957,            0.027941,           0.0010713,            0.002278,            0.002278,            0.002278
                 236,            0.028765,            0.030527,          0.00068299,             0.95437,             0.93002,             0.96401,             0.63401,            0.026947,            0.027941,           0.0010724,            0.002245,            0.002245,            0.002245
                 237,            0.028837,            0.030451,          0.00067199,             0.95418,             0.93025,             0.96403,             0.63429,            0.026938,            0.027939,           0.0010749,            0.002212,            0.002212,            0.002212
                 238,            0.028947,            0.030381,          0.00063801,             0.95113,              0.9331,             0.96405,             0.63446,            0.026925,            0.027936,           0.0010762,            0.002179,            0.002179,            0.002179
                 239,            0.028979,            0.030485,          0.00070106,              0.9514,             0.93307,             0.96408,             0.63486,            0.026916,            0.027935,           0.0010778,            0.002146,            0.002146,            0.002146
                 240,            0.028952,            0.030791,          0.00065244,             0.95397,             0.93065,             0.96408,             0.63493,            0.026905,            0.027933,            0.001079,            0.002113,            0.002113,            0.002113
                 241,            0.028838,            0.030397,          0.00062799,             0.95378,             0.93089,             0.96401,             0.63503,            0.026896,            0.027934,           0.0010819,             0.00208,             0.00208,             0.00208
                 242,            0.028615,            0.029915,          0.00061301,               0.954,             0.93072,             0.96403,             0.63541,            0.026886,            0.027932,           0.0010837,            0.002047,            0.002047,            0.002047
                 243,            0.028546,             0.03002,          0.00064723,             0.95484,             0.93011,               0.964,             0.63536,            0.026876,             0.02793,           0.0010832,            0.002014,            0.002014,            0.002014
                 244,            0.028602,            0.030115,           0.0006271,             0.95447,             0.93055,             0.96398,             0.63579,            0.026866,             0.02793,           0.0010839,            0.001981,            0.001981,            0.001981
                 245,              0.0286,            0.030268,          0.00063215,             0.95402,             0.93132,             0.96403,             0.63603,            0.026856,            0.027929,           0.0010856,            0.001948,            0.001948,            0.001948
                 246,            0.028553,            0.030227,          0.00068128,             0.95329,             0.93193,             0.96402,             0.63616,            0.026846,            0.027926,           0.0010872,            0.001915,            0.001915,            0.001915
                 247,            0.028427,            0.029811,          0.00065824,             0.95427,             0.93123,             0.96416,             0.63634,            0.026836,            0.027924,           0.0010875,            0.001882,            0.001882,            0.001882
                 248,            0.028477,            0.030077,          0.00065525,             0.95568,             0.92979,             0.96404,              0.6366,            0.026825,            0.027925,            0.001088,            0.001849,            0.001849,            0.001849
                 249,            0.028416,            0.030079,          0.00064894,             0.95557,             0.93012,             0.96404,             0.63683,            0.026817,            0.027923,           0.0010889,            0.001816,            0.001816,            0.001816
                 250,            0.028358,            0.029824,          0.00065864,             0.95585,             0.93009,             0.96409,              0.6371,            0.026807,            0.027922,           0.0010893,            0.001783,            0.001783,            0.001783
                 251,            0.028507,            0.030054,          0.00056542,             0.95604,             0.93008,             0.96415,             0.63727,            0.026797,            0.027921,           0.0010913,             0.00175,             0.00175,             0.00175
                 252,            0.028221,            0.029686,          0.00064083,             0.95619,                0.93,              0.9642,             0.63725,            0.026788,             0.02792,           0.0010929,            0.001717,            0.001717,            0.001717
                 253,            0.028159,            0.029548,          0.00059914,             0.95525,             0.93097,             0.96429,             0.63741,            0.026777,            0.027918,            0.001094,            0.001684,            0.001684,            0.001684
                 254,            0.028083,            0.029418,          0.00063951,             0.95444,             0.93171,             0.96428,             0.63777,            0.026768,            0.027918,            0.001095,            0.001651,            0.001651,            0.001651
                 255,            0.028042,            0.029586,          0.00059056,             0.95478,             0.93131,             0.96436,               0.638,            0.026759,            0.027917,           0.0010971,            0.001618,            0.001618,            0.001618
                 256,            0.027923,            0.029156,          0.00061957,             0.95458,             0.93166,             0.96444,             0.63822,            0.026747,            0.027915,           0.0010963,            0.001585,            0.001585,            0.001585
                 257,            0.028049,            0.029495,          0.00058432,             0.95494,             0.93143,             0.96445,             0.63835,            0.026737,            0.027915,           0.0010984,            0.001552,            0.001552,            0.001552
                 258,            0.028006,            0.029851,          0.00056191,             0.95459,             0.93201,             0.96449,             0.63846,            0.026726,            0.027913,           0.0011014,            0.001519,            0.001519,            0.001519
                 259,            0.027928,            0.029331,          0.00058247,             0.95507,              0.9317,             0.96452,              0.6386,            0.026713,            0.027912,           0.0011032,            0.001486,            0.001486,            0.001486
                 260,            0.027901,            0.029576,          0.00065224,             0.95483,             0.93187,             0.96458,             0.63874,            0.026704,            0.027913,           0.0011055,            0.001453,            0.001453,            0.001453
                 261,             0.02798,            0.029345,          0.00060397,             0.95591,             0.93081,             0.96458,             0.63896,            0.026695,            0.027909,           0.0011079,             0.00142,             0.00142,             0.00142
                 262,            0.027784,            0.029355,          0.00057417,             0.95596,             0.93085,             0.96462,             0.63902,            0.026684,            0.027909,           0.0011098,            0.001387,            0.001387,            0.001387
                 263,             0.02793,            0.029571,          0.00062702,             0.95481,             0.93207,              0.9647,             0.63935,            0.026671,            0.027909,           0.0011129,            0.001354,            0.001354,            0.001354
                 264,            0.027866,            0.029458,          0.00063101,             0.95358,              0.9332,             0.96468,             0.63953,            0.026662,             0.02791,           0.0011157,            0.001321,            0.001321,            0.001321
                 265,            0.027789,            0.029425,           0.0005812,             0.95465,             0.93227,             0.96477,             0.63984,            0.026652,            0.027909,           0.0011174,            0.001288,            0.001288,            0.001288
                 266,            0.027673,            0.029306,          0.00054559,             0.95458,              0.9323,             0.96476,             0.64004,            0.026641,            0.027911,           0.0011192,            0.001255,            0.001255,            0.001255
                 267,            0.027699,            0.029413,          0.00058666,             0.95538,             0.93158,              0.9647,              0.6401,            0.026633,            0.027913,           0.0011203,            0.001222,            0.001222,            0.001222
                 268,            0.027396,            0.029001,          0.00056885,              0.9539,             0.93287,             0.96463,             0.64029,            0.026625,            0.027915,           0.0011207,            0.001189,            0.001189,            0.001189
                 269,            0.027554,            0.029189,          0.00055834,             0.95447,             0.93244,             0.96466,             0.64045,            0.026616,            0.027917,           0.0011221,            0.001156,            0.001156,            0.001156
                 270,              0.0275,            0.028899,          0.00053768,             0.95351,             0.93345,             0.96468,             0.64066,            0.026605,            0.027918,           0.0011249,            0.001123,            0.001123,            0.001123
                 271,            0.027316,            0.028733,          0.00054242,             0.95358,             0.93361,             0.96476,              0.6408,            0.026594,             0.02792,            0.001129,             0.00109,             0.00109,             0.00109
                 272,            0.027531,            0.029284,          0.00051537,             0.95472,             0.93268,             0.96477,             0.64105,            0.026584,            0.027921,           0.0011317,            0.001057,            0.001057,            0.001057
                 273,            0.027235,            0.028526,            0.000546,             0.95309,              0.9341,             0.96477,              0.6413,            0.026572,            0.027923,           0.0011333,            0.001024,            0.001024,            0.001024
                 274,            0.027423,            0.029063,          0.00049163,             0.95374,              0.9334,             0.96484,             0.64156,            0.026562,            0.027925,           0.0011354,            0.000991,            0.000991,            0.000991
                 275,            0.027284,             0.02842,          0.00048907,             0.95319,             0.93412,             0.96488,             0.64165,             0.02655,            0.027926,           0.0011383,            0.000958,            0.000958,            0.000958
                 276,             0.02729,            0.029295,          0.00051566,             0.95304,             0.93423,             0.96483,             0.64192,             0.02654,            0.027929,           0.0011407,            0.000925,            0.000925,            0.000925
                 277,            0.027104,             0.02884,          0.00047509,             0.95282,             0.93449,             0.96487,             0.64225,            0.026528,            0.027931,           0.0011442,            0.000892,            0.000892,            0.000892
                 278,             0.02692,            0.028761,           0.0005108,             0.95281,             0.93468,             0.96491,             0.64245,            0.026517,            0.027931,           0.0011454,            0.000859,            0.000859,            0.000859
                 279,             0.02696,            0.028545,          0.00052061,             0.95272,              0.9349,              0.9649,             0.64277,            0.026507,            0.027933,           0.0011489,            0.000826,            0.000826,            0.000826
                 280,            0.027042,            0.028457,          0.00048853,             0.95236,             0.93534,              0.9649,             0.64286,            0.026496,            0.027936,           0.0011518,            0.000793,            0.000793,            0.000793
                 281,            0.026902,            0.028083,          0.00049596,             0.95329,             0.93444,             0.96488,             0.64285,            0.026487,            0.027939,           0.0011554,             0.00076,             0.00076,             0.00076
                 282,            0.026972,            0.028639,          0.00048574,             0.95349,             0.93447,             0.96493,             0.64303,            0.026478,             0.02794,           0.0011594,            0.000727,            0.000727,            0.000727
                 283,            0.026815,            0.028419,          0.00045672,             0.95502,             0.93296,             0.96497,             0.64328,            0.026469,            0.027944,           0.0011631,            0.000694,            0.000694,            0.000694
                 284,            0.026915,            0.028599,          0.00046366,             0.95542,             0.93278,             0.96498,             0.64347,            0.026459,            0.027946,           0.0011659,            0.000661,            0.000661,            0.000661
                 285,            0.026693,            0.028331,          0.00045751,             0.95513,             0.93314,             0.96495,             0.64368,            0.026449,            0.027948,           0.0011684,            0.000628,            0.000628,            0.000628
                 286,            0.026793,            0.028246,          0.00049119,              0.9552,             0.93328,             0.96501,             0.64393,            0.026439,            0.027953,           0.0011707,            0.000595,            0.000595,            0.000595
                 287,            0.026718,            0.028161,          0.00045482,             0.95635,             0.93212,             0.96503,             0.64412,            0.026429,            0.027958,           0.0011738,            0.000562,            0.000562,            0.000562
                 288,             0.02657,            0.028218,          0.00044246,              0.9557,             0.93289,             0.96497,             0.64427,            0.026418,            0.027962,           0.0011763,            0.000529,            0.000529,            0.000529
                 289,            0.026665,            0.028296,           0.0004354,             0.95503,             0.93357,             0.96501,              0.6446,            0.026409,            0.027969,            0.001179,            0.000496,            0.000496,            0.000496
                 290,            0.026573,            0.028035,          0.00045042,             0.95554,             0.93318,             0.96509,             0.64463,              0.0264,            0.027973,           0.0011823,            0.000463,            0.000463,            0.000463
                 291,            0.026456,            0.027816,          0.00043428,             0.95566,             0.93309,             0.96513,             0.64493,            0.026391,            0.027979,           0.0011858,             0.00043,             0.00043,             0.00043
                 292,            0.026493,            0.028106,          0.00042273,             0.95522,             0.93353,             0.96507,             0.64505,            0.026384,            0.027986,           0.0011896,            0.000397,            0.000397,            0.000397
                 293,            0.026543,            0.028162,          0.00044002,             0.95612,             0.93272,             0.96512,             0.64525,            0.026375,            0.027991,           0.0011935,            0.000364,            0.000364,            0.000364
                 294,            0.026236,            0.027766,          0.00045372,             0.95653,              0.9326,             0.96512,             0.64536,            0.026366,            0.027998,           0.0011976,            0.000331,            0.000331,            0.000331
                 295,            0.026101,            0.027414,          0.00044671,             0.95613,             0.93279,             0.96508,             0.64574,            0.026358,            0.028005,           0.0012021,            0.000298,            0.000298,            0.000298
                 296,            0.026263,            0.027879,          0.00042514,             0.95626,             0.93263,             0.96509,             0.64599,            0.026349,            0.028011,            0.001206,            0.000265,            0.000265,            0.000265
                 297,            0.026275,            0.027866,          0.00043534,             0.95642,             0.93277,             0.96507,             0.64607,            0.026341,            0.028018,           0.0012101,            0.000232,            0.000232,            0.000232
                 298,            0.026077,            0.027427,          0.00043555,             0.95598,             0.93293,             0.96499,             0.64644,            0.026335,            0.028027,           0.0012141,            0.000199,            0.000199,            0.000199
                 299,            0.026192,            0.027787,          0.00039962,             0.95511,             0.93374,             0.96496,             0.64661,            0.026329,            0.028037,           0.0012202,            0.000166,            0.000166,            0.000166
